,Mapa,Cve_Ent,Nom_Ent,Nom_Abr,Cve_Mun,Nom_Mun,clave
148362,160240001,16,Michoacán de Ocampo,Mich.,24,Cherán,16_24
148372,160250001,16,Michoacán de Ocampo,Mich.,25,Chilchota,16_25
148393,160260001,16,Michoacán de Ocampo,Mich.,26,Chinicuila,16_26
148610,160270001,16,Michoacán de Ocampo,Mich.,27,Chucándiro,16_27
148631,160280001,16,Michoacán de Ocampo,Mich.,28,Churintzio,16_28
148655,160290001,16,Michoacán de Ocampo,Mich.,29,Churumuco,16_29
148746,160300001,16,Michoacán de Ocampo,Mich.,30,Ecuandureo,16_30
148770,160310001,16,Michoacán de Ocampo,Mich.,31,Epitacio Huerta,16_31
148853,160320001,16,Michoacán de Ocampo,Mich.,32,Erongarícuaro,16_32
148880,160330001,16,Michoacán de Ocampo,Mich.,33,Gabriel Zamora,16_33
148923,160340001,16,Michoacán de Ocampo,Mich.,34,Hidalgo,16_34
149253,160350001,16,Michoacán de Ocampo,Mich.,35,La Huacana,16_35
149416,160360001,16,Michoacán de Ocampo,Mich.,36,Huandacareo,16_36
149433,160370001,16,Michoacán de Ocampo,Mich.,37,Huaniqueo,16_37
149463,160380001,16,Michoacán de Ocampo,Mich.,38,Huetamo,16_38
149819,160390001,16,Michoacán de Ocampo,Mich.,39,Huiramba,16_39
149839,160400001,16,Michoacán de Ocampo,Mich.,40,Indaparapeo,16_40
149887,160410001,16,Michoacán de Ocampo,Mich.,41,Irimbo,16_41
149929,160420001,16,Michoacán de Ocampo,Mich.,42,Ixtlán,16_42
149967,160430001,16,Michoacán de Ocampo,Mich.,43,Jacona,16_43
150029,160440001,16,Michoacán de Ocampo,Mich.,44,Jiménez,16_44
150058,160450001,16,Michoacán de Ocampo,Mich.,45,Jiquilpan,16_45
150110,160460001,16,Michoacán de Ocampo,Mich.,46,Juárez,16_46
150161,160470001,16,Michoacán de Ocampo,Mich.,47,Jungapeo,16_47
150247,160480001,16,Michoacán de Ocampo,Mich.,48,Lagunillas,16_48
150262,160490001,16,Michoacán de Ocampo,Mich.,49,Madero,16_49
150600,160500001,16,Michoacán de Ocampo,Mich.,50,Maravatío,16_50
150741,160510001,16,Michoacán de Ocampo,Mich.,51,Marcos Castellanos,16_51
150783,160520001,16,Michoacán de Ocampo,Mich.,52,Lázaro Cárdenas,16_52
151028,160530001,16,Michoacán de Ocampo,Mich.,53,Morelia,16_53
151336,160540001,16,Michoacán de Ocampo,Mich.,54,Morelos,16_54
151369,160550001,16,Michoacán de Ocampo,Mich.,55,Múgica,16_55
151427,160560001,16,Michoacán de Ocampo,Mich.,56,Nahuatzen,16_56
151448,160570001,16,Michoacán de Ocampo,Mich.,57,Nocupétaro,16_57
151618,160580001,16,Michoacán de Ocampo,Mich.,58,Nuevo Parangaricutiro,16_58
151693,160590001,16,Michoacán de Ocampo,Mich.,59,Nuevo Urecho,16_59
151734,160600001,16,Michoacán de Ocampo,Mich.,60,Numarán,16_60
151764,160610001,16,Michoacán de Ocampo,Mich.,61,Ocampo,16_61
151805,160620001,16,Michoacán de Ocampo,Mich.,62,Pajacuarán,16_62
151826,160630001,16,Michoacán de Ocampo,Mich.,63,Panindícuaro,16_63
151862,160640001,16,Michoacán de Ocampo,Mich.,64,Parácuaro,16_64
151962,160650001,16,Michoacán de Ocampo,Mich.,65,Paracho,16_65
151994,160660001,16,Michoacán de Ocampo,Mich.,66,Pátzcuaro,16_66
152096,160670001,16,Michoacán de Ocampo,Mich.,67,Penjamillo,16_67
152157,160680001,16,Michoacán de Ocampo,Mich.,68,Peribán,16_68
152264,160690001,16,Michoacán de Ocampo,Mich.,69,La Piedad,16_69
152398,160700001,16,Michoacán de Ocampo,Mich.,70,Purépero,16_70
152429,160710001,16,Michoacán de Ocampo,Mich.,71,Puruándiro,16_71
152489,160720001,16,Michoacán de Ocampo,Mich.,72,Queréndaro,16_72
152527,160730001,16,Michoacán de Ocampo,Mich.,73,Quiroga,16_73
152548,160740001,16,Michoacán de Ocampo,Mich.,74,Cojumatlán de Régules,16_74
152565,160750001,16,Michoacán de Ocampo,Mich.,75,Los Reyes,16_75
152624,160760001,16,Michoacán de Ocampo,Mich.,76,Sahuayo,16_76
152667,160770001,16,Michoacán de Ocampo,Mich.,77,San Lucas,16_77
152764,160780001,16,Michoacán de Ocampo,Mich.,78,Santa Ana Maya,16_78
152787,160790001,16,Michoacán de Ocampo,Mich.,79,Salvador Escalante,16_79
152881,160800001,16,Michoacán de Ocampo,Mich.,80,Senguio,16_80
152946,160810001,16,Michoacán de Ocampo,Mich.,81,Susupuato,16_81
153037,160820001,16,Michoacán de Ocampo,Mich.,82,Tacámbaro,16_82
153242,160830001,16,Michoacán de Ocampo,Mich.,83,Tancítaro,16_83
153378,160840001,16,Michoacán de Ocampo,Mich.,84,Tangamandapio,16_84
153406,160850001,16,Michoacán de Ocampo,Mich.,85,Tangancícuaro,16_85
153488,160860001,16,Michoacán de Ocampo,Mich.,86,Tanhuato,16_86
153511,160870001,16,Michoacán de Ocampo,Mich.,87,Taretan,16_87
153538,160880001,16,Michoacán de Ocampo,Mich.,88,Tarímbaro,16_88
153666,160890001,16,Michoacán de Ocampo,Mich.,89,Tepalcatepec,16_89
153763,160900001,16,Michoacán de Ocampo,Mich.,90,Tingambato,16_90
153781,160910001,16,Michoacán de Ocampo,Mich.,91,Tingüindín,16_91
153805,160920001,16,Michoacán de Ocampo,Mich.,92,Tiquicheo de Nicolás Romero,16_92
154102,160930001,16,Michoacán de Ocampo,Mich.,93,Tlalpujahua,16_93
154169,160940001,16,Michoacán de Ocampo,Mich.,94,Tlazazalca,16_94
154195,160950001,16,Michoacán de Ocampo,Mich.,95,Tocumbo,16_95
154280,160960001,16,Michoacán de Ocampo,Mich.,96,Tumbiscatío,16_96
154586,160970001,16,Michoacán de Ocampo,Mich.,97,Turicato,16_97
154939,160980001,16,Michoacán de Ocampo,Mich.,98,Tuxpan,16_98
155026,160990001,16,Michoacán de Ocampo,Mich.,99,Tuzantla,16_99
155264,161000001,16,Michoacán de Ocampo,Mich.,100,Tzintzuntzan,16_100
155300,161010001,16,Michoacán de Ocampo,Mich.,101,Tzitzio,16_101
155675,161020001,16,Michoacán de Ocampo,Mich.,102,Uruapan,16_102
155986,161030001,16,Michoacán de Ocampo,Mich.,103,Venustiano Carranza,16_103
156026,161040001,16,Michoacán de Ocampo,Mich.,104,Villamar,16_104
156081,161050001,16,Michoacán de Ocampo,Mich.,105,Vista Hermosa,16_105
156101,161060001,16,Michoacán de Ocampo,Mich.,106,Yurécuaro,16_106
156127,161070001,16,Michoacán de Ocampo,Mich.,107,Zacapu,16_107
156199,161080001,16,Michoacán de Ocampo,Mich.,108,Zamora,16_108
156340,161090001,16,Michoacán de Ocampo,Mich.,109,Zináparo,16_109
156357,161100001,16,Michoacán de Ocampo,Mich.,110,Zinapécuaro,16_110
156460,161110001,16,Michoacán de Ocampo,Mich.,111,Ziracuaretiro,16_111
156500,161120001,16,Michoacán de Ocampo,Mich.,112,Zitácuaro,16_112
156671,161130001,16,Michoacán de Ocampo,Mich.,113,José Sixto Verduzco,16_113
156712,170010001,17,Morelos,Mor.,1,Amacuzac,17_1
156757,170020001,17,Morelos,Mor.,2,Atlatlahucan,17_2
156804,170030001,17,Morelos,Mor.,3,Axochiapan,17_3
156875,170040001,17,Morelos,Mor.,4,Ayala,17_4
157050,170050001,17,Morelos,Mor.,5,Coatlán del Río,17_5
157073,170060001,17,Morelos,Mor.,6,Cuautla,17_6
157140,170070001,17,Morelos,Mor.,7,Cuernavaca,17_7
157209,170080001,17,Morelos,Mor.,8,Emiliano Zapata,17_8
157250,170090001,17,Morelos,Mor.,9,Huitzilac,17_9
157327,170100001,17,Morelos,Mor.,10,Jantetelco,17_10
157371,170110001,17,Morelos,Mor.,11,Jiutepec,17_11
157400,170120001,17,Morelos,Mor.,12,Jojutla,17_12
157490,170130001,17,Morelos,Mor.,13,Jonacatepec de Leandro Valle,17_13
157530,170140001,17,Morelos,Mor.,14,Mazatepec,17_14
157556,170150001,17,Morelos,Mor.,15,Miacatlán,17_15
157597,170160001,17,Morelos,Mor.,16,Ocuituco,17_16
157649,170170001,17,Morelos,Mor.,17,Puente de Ixtla,17_17
157735,170180001,17,Morelos,Mor.,18,Temixco,17_18
157779,170190001,17,Morelos,Mor.,19,Tepalcingo,17_19
157830,170200001,17,Morelos,Mor.,20,Tepoztlán,17_20
157909,170210001,17,Morelos,Mor.,21,Tetecala,17_21
157929,170220001,17,Morelos,Mor.,22,Tetela del Volcán,17_22
157961,170230001,17,Morelos,Mor.,23,Tlalnepantla,17_23
157979,170240001,17,Morelos,Mor.,24,Tlaltizapán de Zapata,17_24
158071,170250001,17,Morelos,Mor.,25,Tlaquiltenango,17_25
158130,170260001,17,Morelos,Mor.,26,Tlayacapan,17_26
158181,170270001,17,Morelos,Mor.,27,Totolapan,17_27
158214,170280001,17,Morelos,Mor.,28,Xochitepec,17_28
158305,170290001,17,Morelos,Mor.,29,Yautepec,17_29
158419,170300001,17,Morelos,Mor.,30,Yecapixtla,17_30
158512,170310001,17,Morelos,Mor.,31,Zacatepec,17_31
158536,170320001,17,Morelos,Mor.,32,Zacualpan de Amilpas,17_32
158559,170330001,17,Morelos,Mor.,33,Temoac,17_33
158577,170340001,17,Morelos,Mor.,34,Coatetelco,17_34
158591,170350001,17,Morelos,Mor.,35,Xoxocotla,17_35
158620,170360001,17,Morelos,Mor.,36,Hueyapan,17_36
158639,180010001,18,Nayarit,Nay.,1,Acaponeta,18_1
158836,180020001,18,Nayarit,Nay.,2,Ahuacatlán,18_2
158927,180030001,18,Nayarit,Nay.,3,Amatlán de Cañas,18_3
159017,180040001,18,Nayarit,Nay.,4,Compostela,18_4
159430,180050001,18,Nayarit,Nay.,5,Huajicori,18_5
159687,180060001,18,Nayarit,Nay.,6,Ixtlán del Río,18_6
159804,180070001,18,Nayarit,Nay.,7,Jala,18_7
159879,180080001,18,Nayarit,Nay.,8,Xalisco,18_8
160036,180090001,18,Nayarit,Nay.,9,Del Nayar,18_9
160848,180100001,18,Nayarit,Nay.,10,Rosamorada,18_10
160955,180110001,18,Nayarit,Nay.,11,Ruíz,18_11
161063,180120001,18,Nayarit,Nay.,12,San Blas,18_12
161209,180130001,18,Nayarit,Nay.,13,San Pedro Lagunillas,18_13
161256,180140001,18,Nayarit,Nay.,14,Santa María del Oro,18_14
161454,180150001,18,Nayarit,Nay.,15,Santiago Ixcuintla,18_15
161714,180160001,18,Nayarit,Nay.,16,Tecuala,18_16
161870,180170001,18,Nayarit,Nay.,17,Tepic,18_17
162146,180180001,18,Nayarit,Nay.,18,Tuxpan,18_18
162195,180190001,18,Nayarit,Nay.,19,La Yesca,18_19
163111,180200001,18,Nayarit,Nay.,20,Bahía de Banderas,18_20
163541,190010001,19,Nuevo León,NL,1,Abasolo,19_1
163565,190020001,19,Nuevo León,NL,2,Agualeguas,19_2
163779,190030001,19,Nuevo León,NL,3,Los Aldamas,19_3
163852,190040001,19,Nuevo León,NL,4,Allende,19_4
163938,190050001,19,Nuevo León,NL,5,Anáhuac,19_5
164718,190060001,19,Nuevo León,NL,6,Apodaca,19_6
164823,190070001,19,Nuevo León,NL,7,Aramberri,19_7
165062,190080001,19,Nuevo León,NL,8,Bustamante,19_8
165181,190090001,19,Nuevo León,NL,9,Cadereyta Jiménez,19_9
165629,190100001,19,Nuevo León,NL,10,El Carmen,19_10
165697,190110001,19,Nuevo León,NL,11,Cerralvo,19_11
165916,190120001,19,Nuevo León,NL,12,Ciénega de Flores,19_12
166016,190130001,19,Nuevo León,NL,13,China,19_13
166810,190140001,19,Nuevo León,NL,14,Doctor Arroyo,19_14
167156,190150001,19,Nuevo León,NL,15,Doctor Coss,19_15
167328,190160001,19,Nuevo León,NL,16,Doctor González,19_16
167563,190170001,19,Nuevo León,NL,17,Galeana,19_17
168077,190180001,19,Nuevo León,NL,18,García,19_18
168228,190190001,19,Nuevo León,NL,19,San Pedro Garza García,19_19
168239,190200001,19,Nuevo León,NL,20,General Bravo,19_20
168568,190210001,19,Nuevo León,NL,21,General Escobedo,19_21
168609,190220001,19,Nuevo León,NL,22,General Terán,19_22
169161,190230001,19,Nuevo León,NL,23,General Treviño,19_23
169294,190240001,19,Nuevo León,NL,24,General Zaragoza,19_24
169455,190250001,19,Nuevo León,NL,25,General Zuazua,19_25
169582,190260001,19,Nuevo León,NL,26,Guadalupe,19_26
169594,190270001,19,Nuevo León,NL,27,Los Herreras,19_27
169756,190280001,19,Nuevo León,NL,28,Higueras,19_28
169840,190290001,19,Nuevo León,NL,29,Hualahuises,19_29
169963,190300001,19,Nuevo León,NL,30,Iturbide,19_30
170037,190310001,19,Nuevo León,NL,31,Juárez,19_31
170183,190320001,19,Nuevo León,NL,32,Lampazos de Naranjo,19_32
170380,190330001,19,Nuevo León,NL,33,Linares,19_33
171121,190340001,19,Nuevo León,NL,34,Marín,19_34
171233,190350001,19,Nuevo León,NL,35,Melchor Ocampo,19_35
171270,190360001,19,Nuevo León,NL,36,Mier y Noriega,19_36
171312,190370001,19,Nuevo León,NL,37,Mina,19_37
171532,190380001,19,Nuevo León,NL,38,Montemorelos,19_38
172183,190390001,19,Nuevo León,NL,39,Monterrey,19_39
172196,190400001,19,Nuevo León,NL,40,Parás,19_40
172355,190410001,19,Nuevo León,NL,41,Pesquería,19_41
172599,190420001,19,Nuevo León,NL,42,Los Ramones,19_42
172810,190430001,19,Nuevo León,NL,43,Rayones,19_43
172919,190440001,19,Nuevo León,NL,44,Sabinas Hidalgo,19_44
173179,190450001,19,Nuevo León,NL,45,Salinas Victoria,19_45
173574,190460001,19,Nuevo León,NL,46,San Nicolás de los Garza,19_46
173575,190470001,19,Nuevo León,NL,47,Hidalgo,19_47
173622,190480001,19,Nuevo León,NL,48,Santa Catarina,19_48
173723,190490001,19,Nuevo León,NL,49,Santiago,19_49
173954,190500001,19,Nuevo León,NL,50,Vallecillo,19_50
174211,190510001,19,Nuevo León,NL,51,Villaldama,19_51
174350,200010001,20,Oaxaca,Oax.,1,Abejones,20_1
174351,200020001,20,Oaxaca,Oax.,2,Acatlán de Pérez Figueroa,20_2
174528,200030001,20,Oaxaca,Oax.,3,Asunción Cacalotepec,20_3
174541,200040001,20,Oaxaca,Oax.,4,Asunción Cuyotepeji,20_4
174547,200050001,20,Oaxaca,Oax.,5,Asunción Ixtaltepec,20_5
174653,200060001,20,Oaxaca,Oax.,6,Asunción Nochixtlán,20_6
174736,200070001,20,Oaxaca,Oax.,7,Asunción Ocotlán,20_7
174738,200080001,20,Oaxaca,Oax.,8,Asunción Tlacolulita,20_8
174740,200090001,20,Oaxaca,Oax.,9,Ayotzintepec,20_9
174747,200100001,20,Oaxaca,Oax.,10,El Barrio de la Soledad,20_10
174808,200110001,20,Oaxaca,Oax.,11,Calihualá,20_11
174813,200120001,20,Oaxaca,Oax.,12,Candelaria Loxicha,20_12
174900,200130001,20,Oaxaca,Oax.,13,Ciénega de Zimatlán,20_13
174906,200140001,20,Oaxaca,Oax.,14,Ciudad Ixtepec,20_14
174954,200150001,20,Oaxaca,Oax.,15,Coatecas Altas,20_15
174971,200160001,20,Oaxaca,Oax.,16,Coicoyán de las Flores,20_16
174992,200170001,20,Oaxaca,Oax.,17,La Compañía,20_17
175004,200180001,20,Oaxaca,Oax.,18,Concepción Buenavista,20_18
175023,200190001,20,Oaxaca,Oax.,19,Concepción Pápalo,20_19
175040,200200001,20,Oaxaca,Oax.,20,Constancia del Rosario,20_20
175054,200210001,20,Oaxaca,Oax.,21,Cosolapa,20_21
175092,200220001,20,Oaxaca,Oax.,22,Cosoltepec,20_22
175104,200230001,20,Oaxaca,Oax.,23,Cuilápam de Guerrero,20_23
175139,200240001,20,Oaxaca,Oax.,24,Cuyamecalco Villa de Zaragoza,20_24
175174,200250001,20,Oaxaca,Oax.,25,Chahuites,20_25
175181,200260001,20,Oaxaca,Oax.,26,Chalcatongo de Hidalgo,20_26
175209,200270001,20,Oaxaca,Oax.,27,Chiquihuitlán de Benito Juárez,20_27
175225,200280001,20,Oaxaca,Oax.,28,Heroica Ciudad de Ejutla de Crespo,20_28
175265,200290001,20,Oaxaca,Oax.,29,Eloxochitlán de Flores Magón,20_29
175293,200300001,20,Oaxaca,Oax.,30,El Espinal,20_30
175402,200310001,20,Oaxaca,Oax.,31,Tamazulápam del Espíritu Santo,20_31
175433,200320001,20,Oaxaca,Oax.,32,Fresnillo de Trujano,20_32
175439,200330001,20,Oaxaca,Oax.,33,Guadalupe Etla,20_33
175443,200340001,20,Oaxaca,Oax.,34,Guadalupe de Ramírez,20_34
175446,200350001,20,Oaxaca,Oax.,35,Guelatao de Juárez,20_35
175451,200360001,20,Oaxaca,Oax.,36,Guevea de Humboldt,20_36
175487,200370001,20,Oaxaca,Oax.,37,Mesones Hidalgo,20_37
175519,200380001,20,Oaxaca,Oax.,38,Villa Hidalgo,20_38
175525,200390001,20,Oaxaca,Oax.,39,Heroica Ciudad de Huajuapan de León,20_39
175581,200400001,20,Oaxaca,Oax.,40,Huautepec,20_40
175606,200410001,20,Oaxaca,Oax.,41,Huautla de Jiménez,20_41
175722,200420001,20,Oaxaca,Oax.,42,Ixtlán de Juárez,20_42
175742,200430001,20,Oaxaca,Oax.,43,Juchitán de Zaragoza,20_43
175960,200440001,20,Oaxaca,Oax.,44,Loma Bonita,20_44
176181,200450001,20,Oaxaca,Oax.,45,Magdalena Apasco,20_45
176193,200460001,20,Oaxaca,Oax.,46,Magdalena Jaltepec,20_46
176218,200470001,20,Oaxaca,Oax.,47,Santa Magdalena Jicotlán,20_47
176220,200480001,20,Oaxaca,Oax.,48,Magdalena Mixtepec,20_48
176224,200490001,20,Oaxaca,Oax.,49,Magdalena Ocotlán,20_49
176225,200500001,20,Oaxaca,Oax.,50,Magdalena Peñasco,20_50
176247,200510001,20,Oaxaca,Oax.,51,Magdalena Teitipac,20_51
176250,200520001,20,Oaxaca,Oax.,52,Magdalena Tequisistlán,20_52
176272,200530001,20,Oaxaca,Oax.,53,Magdalena Tlacotepec,20_53
176278,200540001,20,Oaxaca,Oax.,54,Magdalena Zahuatlán,20_54
176282,200550001,20,Oaxaca,Oax.,55,Mariscala de Juárez,20_55
176296,200560001,20,Oaxaca,Oax.,56,Mártires de Tacubaya,20_56
176300,200570001,20,Oaxaca,Oax.,57,Matías Romero Avendaño,20_57
176477,200580001,20,Oaxaca,Oax.,58,Mazatlán Villa de Flores,20_58
176588,200590001,20,Oaxaca,Oax.,59,Miahuatlán de Porfirio Díaz,20_59
176699,200600001,20,Oaxaca,Oax.,60,Mixistlán de la Reforma,20_60
176709,200610001,20,Oaxaca,Oax.,61,Monjas,20_61
176715,200620001,20,Oaxaca,Oax.,62,Natividad,20_62
176716,200630001,20,Oaxaca,Oax.,63,Nazareno Etla,20_63
176718,200640001,20,Oaxaca,Oax.,64,Nejapa de Madero,20_64
176747,200650001,20,Oaxaca,Oax.,65,Ixpantepec Nieves,20_65
176756,200660001,20,Oaxaca,Oax.,66,Santiago Niltepec,20_66
176820,200670001,20,Oaxaca,Oax.,67,Oaxaca de Juárez,20_67
176854,200680001,20,Oaxaca,Oax.,68,Ocotlán de Morelos,20_68
176885,200690001,20,Oaxaca,Oax.,69,La Pe,20_69
176887,200700001,20,Oaxaca,Oax.,70,Pinotepa de Don Luis,20_70
176905,200710001,20,Oaxaca,Oax.,71,Pluma Hidalgo,20_71
177042,200720001,20,Oaxaca,Oax.,72,San José del Progreso,20_72
177058,200730001,20,Oaxaca,Oax.,73,Putla Villa de Guerrero,20_73
177142,200740001,20,Oaxaca,Oax.,74,Santa Catarina Quioquitani,20_74
177143,200750001,20,Oaxaca,Oax.,75,Reforma de Pineda,20_75
177145,200760001,20,Oaxaca,Oax.,76,La Reforma,20_76
177161,200770001,20,Oaxaca,Oax.,77,Reyes Etla,20_77
177171,200780001,20,Oaxaca,Oax.,78,Rojas de Cuauhtémoc,20_78
177172,200790001,20,Oaxaca,Oax.,79,Salina Cruz,20_79
177205,200800001,20,Oaxaca,Oax.,80,San Agustín Amatengo,20_80
177208,200810001,20,Oaxaca,Oax.,81,San Agustín Atenango,20_81
177219,200820001,20,Oaxaca,Oax.,82,San Agustín Chayuco,20_82
177233,200830001,20,Oaxaca,Oax.,83,San Agustín de las Juntas,20_83
177244,200840001,20,Oaxaca,Oax.,84,San Agustín Etla,20_84
177247,200850001,20,Oaxaca,Oax.,85,San Agustín Loxicha,20_85
177325,200860001,20,Oaxaca,Oax.,86,San Agustín Tlacotepec,20_86
177336,200870001,20,Oaxaca,Oax.,87,San Agustín Yatareni,20_87
177348,200880001,20,Oaxaca,Oax.,88,San Andrés Cabecera Nueva,20_88
177398,200890001,20,Oaxaca,Oax.,89,San Andrés Dinicuiti,20_89
177404,200900001,20,Oaxaca,Oax.,90,San Andrés Huaxpaltepec,20_90
177420,200910001,20,Oaxaca,Oax.,91,San Andrés Huayápam,20_91
177438,200920001,20,Oaxaca,Oax.,92,San Andrés Ixtlahuaca,20_92
177447,200930001,20,Oaxaca,Oax.,93,San Andrés Lagunas,20_93
177452,200940001,20,Oaxaca,Oax.,94,San Andrés Nuxiño,20_94
177485,200950001,20,Oaxaca,Oax.,95,San Andrés Paxtlán,20_95
177504,200960001,20,Oaxaca,Oax.,96,San Andrés Sinaxtla,20_96
177510,200970001,20,Oaxaca,Oax.,97,San Andrés Solaga,20_97
177514,200980001,20,Oaxaca,Oax.,98,San Andrés Teotilálpam,20_98
177542,200990001,20,Oaxaca,Oax.,99,San Andrés Tepetlapa,20_99
177544,201000001,20,Oaxaca,Oax.,100,San Andrés Yaá,20_100
177547,201010001,20,Oaxaca,Oax.,101,San Andrés Zabache,20_101
177548,201020001,20,Oaxaca,Oax.,102,San Andrés Zautla,20_102
177567,201030001,20,Oaxaca,Oax.,103,San Antonino Castillo Velasco,20_103
177572,201040001,20,Oaxaca,Oax.,104,San Antonino el Alto,20_104
177589,201050001,20,Oaxaca,Oax.,105,San Antonino Monte Verde,20_105
177603,201060001,20,Oaxaca,Oax.,106,San Antonio Acutla,20_106
177609,201070001,20,Oaxaca,Oax.,107,San Antonio de la Cal,20_107
177619,201080001,20,Oaxaca,Oax.,108,San Antonio Huitepec,20_108
177680,201090001,20,Oaxaca,Oax.,109,San Antonio Nanahuatípam,20_109
177682,201100001,20,Oaxaca,Oax.,110,San Antonio Sinicahua,20_110
177692,201110001,20,Oaxaca,Oax.,111,San Antonio Tepetlapa,20_111
177696,201120001,20,Oaxaca,Oax.,112,San Baltazar Chichicápam,20_112
177700,201130001,20,Oaxaca,Oax.,113,San Baltazar Loxicha,20_113
177719,201140001,20,Oaxaca,Oax.,114,San Baltazar Yatzachi el Bajo,20_114
177724,201150001,20,Oaxaca,Oax.,115,San Bartolo Coyotepec,20_115
177743,201160001,20,Oaxaca,Oax.,116,San Bartolomé Ayautla,20_116
177753,201170001,20,Oaxaca,Oax.,117,San Bartolomé Loxicha,20_117
177769,201180001,20,Oaxaca,Oax.,118,San Bartolomé Quialana,20_118
177778,201190001,20,Oaxaca,Oax.,119,San Bartolomé Yucuañe,20_119
177783,201200001,20,Oaxaca,Oax.,120,San Bartolomé Zoogocho,20_120
177784,201210001,20,Oaxaca,Oax.,121,San Bartolo Soyaltepec,20_121
177799,201220001,20,Oaxaca,Oax.,122,San Bartolo Yautepec,20_122
177803,201230001,20,Oaxaca,Oax.,123,San Bernardo Mixtepec,20_123
177812,201240001,20,Oaxaca,Oax.,124,San Blas Atempa,20_124
177840,201250001,20,Oaxaca,Oax.,125,San Carlos Yautepec,20_125
177917,201260001,20,Oaxaca,Oax.,126,San Cristóbal Amatlán,20_126
177925,201270001,20,Oaxaca,Oax.,127,San Cristóbal Amoltepec,20_127
177930,201280001,20,Oaxaca,Oax.,128,San Cristóbal Lachirioag,20_128
177932,201290001,20,Oaxaca,Oax.,129,San Cristóbal Suchixtlahuaca,20_129
177941,201300001,20,Oaxaca,Oax.,130,San Dionisio del Mar,20_130
177948,201310001,20,Oaxaca,Oax.,131,San Dionisio Ocotepec,20_131
177973,201320001,20,Oaxaca,Oax.,132,San Dionisio Ocotlán,20_132
177978,201330001,20,Oaxaca,Oax.,133,San Esteban Atatlahuca,20_133
178014,201340001,20,Oaxaca,Oax.,134,San Felipe Jalapa de Díaz,20_134
178060,201350001,20,Oaxaca,Oax.,135,San Felipe Tejalápam,20_135
178098,201360001,20,Oaxaca,Oax.,136,San Felipe Usila,20_136
178129,201370001,20,Oaxaca,Oax.,137,San Francisco Cahuacuá,20_137
178160,201380001,20,Oaxaca,Oax.,138,San Francisco Cajonos,20_138
178162,201390001,20,Oaxaca,Oax.,139,San Francisco Chapulapa,20_139
178176,201400001,20,Oaxaca,Oax.,140,San Francisco Chindúa,20_140
178179,201410001,20,Oaxaca,Oax.,141,San Francisco del Mar,20_141
178255,201420001,20,Oaxaca,Oax.,142,San Francisco Huehuetlán,20_142
178259,201430001,20,Oaxaca,Oax.,143,San Francisco Ixhuatán,20_143
178288,201440001,20,Oaxaca,Oax.,144,San Francisco Jaltepetongo,20_144
178297,201450001,20,Oaxaca,Oax.,145,San Francisco Lachigoló,20_145
178302,201460001,20,Oaxaca,Oax.,146,San Francisco Logueche,20_146
178308,201470001,20,Oaxaca,Oax.,147,San Francisco Nuxaño,20_147
178312,201480001,20,Oaxaca,Oax.,148,San Francisco Ozolotepec,20_148
178315,201490001,20,Oaxaca,Oax.,149,San Francisco Sola,20_149
178324,201500001,20,Oaxaca,Oax.,150,San Francisco Telixtlahuaca,20_150
178350,201510001,20,Oaxaca,Oax.,151,San Francisco Teopan,20_151
178357,201520001,20,Oaxaca,Oax.,152,San Francisco Tlapancingo,20_152
178364,201530001,20,Oaxaca,Oax.,153,San Gabriel Mixtepec,20_153
178403,201540001,20,Oaxaca,Oax.,154,San Ildefonso Amatlán,20_154
178411,201550001,20,Oaxaca,Oax.,155,San Ildefonso Sola,20_155
178424,201560001,20,Oaxaca,Oax.,156,San Ildefonso Villa Alta,20_156
178434,201570001,20,Oaxaca,Oax.,157,San Jacinto Amilpas,20_157
178435,201580001,20,Oaxaca,Oax.,158,San Jacinto Tlacotepec,20_158
178447,201590001,20,Oaxaca,Oax.,159,San Jerónimo Coatlán,20_159
178493,201600001,20,Oaxaca,Oax.,160,San Jerónimo Silacayoapilla,20_160
178496,201610001,20,Oaxaca,Oax.,161,San Jerónimo Sosola,20_161
178533,201620001,20,Oaxaca,Oax.,162,San Jerónimo Taviche,20_162
178549,201630001,20,Oaxaca,Oax.,163,San Jerónimo Tecóatl,20_163
178556,201640001,20,Oaxaca,Oax.,164,San Jorge Nuchita,20_164
178559,201650001,20,Oaxaca,Oax.,165,San José Ayuquila,20_165
178563,201660001,20,Oaxaca,Oax.,166,San José Chiltepec,20_166
178603,201670001,20,Oaxaca,Oax.,167,San José del Peñasco,20_167
178609,201680001,20,Oaxaca,Oax.,168,San José Estancia Grande,20_168
178616,201690001,20,Oaxaca,Oax.,169,San José Independencia,20_169
178627,201700001,20,Oaxaca,Oax.,170,San José Lachiguiri,20_170
178637,201710001,20,Oaxaca,Oax.,171,San José Tenango,20_171
178779,201720001,20,Oaxaca,Oax.,172,San Juan Achiutla,20_172
178789,201730001,20,Oaxaca,Oax.,173,San Juan Atepec,20_173
178796,201740001,20,Oaxaca,Oax.,174,Ánimas Trujano,20_174
178801,201750001,20,Oaxaca,Oax.,175,San Juan Bautista Atatlahuca,20_175
178805,201760001,20,Oaxaca,Oax.,176,San Juan Bautista Coixtlahuaca,20_176
178839,201770001,20,Oaxaca,Oax.,177,San Juan Bautista Cuicatlán,20_177
178870,201780001,20,Oaxaca,Oax.,178,San Juan Bautista Guelache,20_178
